Unnamed: 0,address,categories/0,categories/1,categories/2,categories/3,categories/4,categoryName,name,publishedAtDate,text,translatedLanguage,category,predicted_category_enhanced,confidence_enhanced
664,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Tracy Bradshaw,2025-05-22T03:10:13.992Z,"My wife and I stayed for six nights in May at the Zocalo Central Rooftop Mexico City.  It was one of the nicest hotel stays we have had in years. The location of the hotel is very central, the beautiful Constitution Square is across the street. The hotel is very nicely designed, very clean and very well maintained. There are many amenities, a cool towel and a shot of tequila when you arrive, a bar / cafe where you can find a wide variety of snacks and drinks that are available for free 24/7 (you do pay for alcohol).° The rooms are very well appointed with comfortable beds and monogrammed towels. There is a beautiful restaurant on the rooftop that overlooks Constitution Square where you can have the complimentary breakfast the hotel offers. The breakfast menu was extensive, fresh, very well prepared and beautifully presented. The restaurant is also open for dinner.  But what I think my wife and I appreciated the most about the Zocalo was the staff.  Everyone was so professional and so nice to us.  Mexico City was beautiful and we saw some amazing sites, wonderful restaurants and beautiful museums, but the Zocalo was our oasis. We didn’t want to leave. Thanks to all the staff for helping to make our stay in Mexico City such a pleasant experience.",,,authentic,0.95
666,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Delmar Randall,2025-05-16T22:00:06.250Z,We really love the Zocalo Central. The included breakfast is great and it comes with a view. The staff is wonderful and helpful. We definitely would come back!,,,authentic,0.608605682849884
667,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Jose Noriega,2025-05-16T19:49:33.491Z,Restaurant service at its best,en,,authentic,0.3409823179244995
670,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Ana Jacome,2025-05-14T18:37:44.042Z,"A charming, very comfortable place, and a wonderful stay.
I highly recommend it.",en,,authentic,0.8999999999999999
671,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,"""""",2025-05-13T23:59:59.999Z,"Positive: Lovely room, great amenities. Negative: Poor laundry service. Poor television service.",,,authentic,0.9249999999999999
672,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Iman,2025-05-12T15:27:47.436Z,"Very Good, highly recommeneded.",,,authentic,0.3552168607711792
673,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,David Ryniker,2025-05-10T23:35:42.078Z,"Wonderful hotel. Right on the Plaza of the Constitution. Breakfast was fantastic. Staff was helpful, friendly, engaged. I have no complaints at all. I've travelled the world and this was among the best hotels I've ever stayed in.",,,authentic,0.85
674,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Leticia Maria Cruz,2025-05-09T19:22:10.571Z,"Excellent experience! Unbeatable location!
The aesthetics of the hotel are a pleasure! The welcome and attention of the staff is a pleasure!
The staff before the restaurant, a little dry, nothing more!
Breakfast: simple but correct, the system is not easy to serve and it gets a little complicated, it takes a long time, the kids collapse, and regarding the breakfast food, let's agree that we don't know some unknown menus, for us who are not Mexican, a shame!
But that 24-hour bar is not only very beautiful, but it has very good options.
The works of art are truly a pleasure!!!

A hug ! God willing we could return…

Very grateful!",en,,authentic,0.875
677,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,vero flores,2023-10-30T06:45:27.343Z,"Everything is already closed, they make us walk a lot",en,,never-visited,0.34307950735092163
678,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Mauro Cesarone,2023-10-26T22:55:40.491Z,"The place is very dangerous, they rob with violent techniques and often with weapons! DO NOT GO THERE!!!!!!!!!!",en,,inappropriate,0.3405725657939911
679,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,jorge torres,2023-10-26T20:03:40.086Z,"Just like in the largest plazas in Mexico and around the world, the atmosphere is simply festive, and we welcome everyone with open arms. Just avoid the terraces because they're ugly, expensive, and provide very poor service. I give them a big zero.",en,,authentic,0.5829659104347229
680,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Rodrigo A. De La Cruz,2023-10-21T19:08:02.138Z,"One of the most interesting subway stations, there are some models of what the zócalo used to look like, in my case I also had an exhibition of alebrijes, I remember that there was also an area of ​​several book publishers, in addition to facing one of the most touristic areas of the city.",en,,authentic,0.93678218126297
682,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Jesus Hernandez,2023-10-14T22:42:17.789Z,"A historic and busy space with
multiple businesses",en,,authentic,0.323419988155365
683,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Hernández Aguilar Mario,2023-10-11T03:29:26.156Z,"A fundamental metro system for reaching and navigating the main square of Mexico City's historic center, a site with small examples of our historical past.",en,,authentic,0.2878624200820923
684,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Alejandro Colín Bojórquez,2023-10-08T04:06:31.277Z,Appropriate,en,,authentic,0.65
685,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,angel cruz,2023-10-05T03:40:44.191Z,A very busy square,en,,authentic,0.26345714926719666
689,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Yael Solis,2023-09-17T02:30:03.016Z,"Mexico City is very safe, clean, and pleasant. Long live Mexico's best president, AMLO.",en,,authentic,0.31182971596717834
690,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,LEBY LARA,2023-09-14T15:54:08.162Z,Excellent location,en,,authentic,0.85
691,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Mariza Cedillo,2023-09-13T22:07:22.118Z,"The metro station itself is the same as any other station BUT you have to be careful since it is often closed due to rallies, concerts, events, etc.",en,,authentic,0.3165900409221649
693,"Historic center of Mexico City, Centro, Cuauhtémoc, 06000 Mexico City, Mexico",Subway station,,,,,Subway station,Monica Avila,2023-09-08T19:52:00.006Z,It's interesting,en,,authentic,0.65
699,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Alrep Mtv,2025-08-10T17:12:54.092Z,Very good if you like national history,en,,authentic,0.22014375030994415
702,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Diana,2025-08-10T14:56:27.434Z,"Chapultepec Castle is located in the first section of Chapultepec Forest in Mexico City.
Its Baroque and Neoclassical design dates back to the Viceroyalty of New Spain, when the viceroys used to frequent Chapultepec to stroll and rest.
In 1840, the Heroic Military College established its headquarters in the castle. It also played a significant role in the Battle of Chapultepec as part of the American intervention in Mexico.
During the imperial transition, Maximilian of Habsburg and Charlotte lived in this castle, captivated by the beautiful views of the Valley of Mexico.
The castle also served as the presidential residence for most of the Mexican Revolution and until 1938.
A decree was issued requesting that the castle be used as the headquarters of the National Museum of History, and it opened its doors to the public for the first time on September 27, 1944.
Chapultepec Castle is the only castle in Latin America to have served as the official residence of a monarch.
It is open Tuesday through Sunday from 9:00 a.m. to 5:00 p.m.
General admission is 100 pesos and is free for children under 13, adults over 60, people with disabilities, and students and teachers with a valid ID.
If you travel to Mexico, be sure to visit the beautiful Chapultepec Castle. Its gardens and panoramic views are a must-see in the city.",en,,authentic,0.875
703,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Pablo De Jesús Suárez,2025-08-10T14:15:03.136Z,PLEASE ARRIVE IN TIME BECAUSE THERE IS A LOT WE HAVE TO SEE.,en,,never-visited,0.3654574453830719
706,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Abraham Josafat Fuentes,2025-08-10T05:15:39.515Z,Perfect,en,,authentic,0.65
707,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,mayel 001,2025-08-10T04:48:25.972Z,"Full of culture
History of Mexico",en,,authentic,0.3806295692920685
708,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Julio Esquer,2025-08-10T04:11:21.458Z,A large museum with a beautiful architectural style to learn about the great history of this nation; original pieces accompanied by beautiful postcards of Chapultepec Park and Paseo de la Reforma.,en,,authentic,0.2972056269645691
712,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Röy,2025-08-09T21:02:30.519Z,"It's well worth a visit. The only downside is that they take all food and drinks away before you enter, so don't bring anything and buy something on the way down.",en,,authentic,0.26872697472572327
713,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,rich Mendoza,2025-08-09T19:42:38.209Z,Great place for a family Sunday 🙂,en,,authentic,0.3954152762889862
714,"Bosque de Chapultepec I Secc, Miguel Hidalgo, 11580 Mexico City, Mexico",Castle,Historical landmark,Historical place museum,Museum,Tourist attraction,Castle,Magally Torecillas,2025-08-09T19:37:04.624Z,Lack of attention,en,,never-visited,0.4185851812362671
717,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Tirso Martinez,2025-08-15T21:33:49.720Z,"An impressive architectural work of art, regardless of its primary purpose, which is a house of prayer.",en,,authentic,0.5322912931442261
721,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,William V,2025-08-14T22:03:26.492Z,"Beautiful cathedral right in the city centre - one of the must visit places when you are in the city. Lots of shops and restaurants nearby. The area and the church itself is always busy, but the grand size of the cathedral will put you in awe.",,,authentic,0.825
723,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,taviro31,2025-08-14T17:10:25.267Z,The capital's main square is always beautiful.,en,,authentic,0.571345865726471
725,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Andreiii,2025-08-14T04:06:06.605Z,"A cathedral, which is incredibly beautiful, with imposing architecture both inside and outside, along with the National Palace of Mexico City, are some of the most visible and beautiful spots surrounding Constitution Square and Mexico City in general.
The Cathedral's many years of history are extremely rich, having been founded by order of King Philip II and under construction from 1573 to 1813. Inside, aside from being able to pray and engage in other religious activities, you can walk aisle by aisle, admiring the Cathedral's immense and precious interior architecture, along with some important historical pieces from the church itself. At every step, you feel an aura of majesty and grandeur, conveyed by the Cathedral's perfectly polished construction.
It is an iconic landmark of the capital, and also a must-see, which you will definitely see if you pass through this area. A total wonder and deservedly declared a UNESCO World Heritage Site, it is enchanting.",en,,authentic,0.6533571481704712
728,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Delia Rodriguez,2025-08-13T15:29:58.349Z,It is the most beautiful temple in the world 🌎 😍 💕,en,,authentic,0.7421994209289551
732,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Czylia Mart,2025-08-12T17:34:37.290Z,It's a beautiful and incredibly large square. The capacity is huge even without mass. I suppose it's because it's a tourist spot.,en,,authentic,0.7999999999999999
733,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Victor Santillan,2025-08-12T17:17:58.243Z,"A must-see for both nationals and foreigners, even if you're not Catholic.
The architecture and history of this cathedral are unique and world-class.",en,,authentic,0.5479607582092285
735,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Tommaso Mariotti,2025-08-12T15:51:45.407Z,Very pompous baroque cathedral 🙂,en,,authentic,0.4181292951107025
736,"Av. 5 de Mayo 61 Cuauhtémoc, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Hotel,,,,,Hotel,Act II Salon,2025-05-08T13:38:36.511Z,Everything was just great. Highly recommended.,,,authentic,0.4688440263271332
